GA_ARTICLE#GA_CODEARTICLE#GA_LIBELLE#GA_CODEBARRE#GA_PVTTC
A3194111472136                   X#A3194111472136#shiny shirt#4063055980105#24,99
A3194111472138                   X#A3194111472138#shiny shirt#4063055980112#24,99
A3194111472140                   X#A3194111472140#shiny shirt#4063055980129#24,99
A3194111472142                   X#A3194111472142#shiny shirt#4063055980136#24,99
A3194111472144                   X#A3194111472144#shiny shirt#4063055980143#24,99
A3194111472146                   X#A3194111472146#shiny shirt#4063055980150#24,99
A3194111487834                   X#A3194111487834#shiny shirt#4063055998841#24,99
A3194111487836                   X#A3194111487836#shiny shirt#4063055998858#24,99
A3194111487838                   X#A3194111487838#shiny shirt#4063055998865#24,99
A3194111487840                   X#A3194111487840#shiny shirt#4063055998872#24,99
A3194111487842                   X#A3194111487842#shiny shirt#4063055998889#24,99
A3194111487844                   X#A3194111487844#shiny shirt#4063055998896#24,99
A3194111487846                   X#A3194111487846#shiny shirt#4063055998902#24,99
A3194131123834                   X#A3194131123834#fine structure tunic#4063055980266#24,99
A3194131123836                   X#A3194131123836#fine structure tunic#4063055980273#24,99
A3194131123838                   X#A3194131123838#fine structure tunic#4063055980280#24,99
A3194131123840                   X#A3194131123840#fine structure tunic#4063055980297#24,99
A3194131123842                   X#A3194131123842#fine structure tunic#4063055980303#24,99
A3194131123844                   X#A3194131123844#fine structure tunic#4063055980310#24,99
A3194131123846                   X#A3194131123846#fine structure tunic#4063055980327#24,99
A3194131451034                   X#A3194131451034#fine structure tunic#4063055999015#24,99
A3194131451036                   X#A3194131451036#fine structure tunic#4063055999046#24,99
A3194131451038                   X#A3194131451038#fine structure tunic#4063055999077#24,99
A3194131451040                   X#A3194131451040#fine structure tunic#4063055999107#24,99
A3194131451042                   X#A3194131451042#fine structure tunic#4063055999138#24,99
A3194131451044                   X#A3194131451044#fine structure tunic#4063055999169#24,99
A3194131451046                   X#A3194131451046#fine structure tunic#4063055999190#24,99
A3194131469434                   X#A3194131469434#fine structure tunic#4063055999022#24,99
A3194131469436                   X#A3194131469436#fine structure tunic#4063055999053#24,99
A3194131469438                   X#A3194131469438#fine structure tunic#4063055999084#24,99
A3194131469440                   X#A3194131469440#fine structure tunic#4063055999114#24,99
A3194131469442                   X#A3194131469442#fine structure tunic#4063055999145#24,99
A3194131469444                   X#A3194131469444#fine structure tunic#4063055999176#24,99
A3194131469446                   X#A3194131469446#fine structure tunic#4063055999206#24,99
A3194131471734                   X#A3194131471734#fine structure tunic#4063055999039#24,99
A3194131471736                   X#A3194131471736#fine structure tunic#4063055999060#24,99
A3194131471738                   X#A3194131471738#fine structure tunic#4063055999091#24,99
A3194131471740                   X#A3194131471740#fine structure tunic#4063055999121#24,99
A3194131471742                   X#A3194131471742#fine structure tunic#4063055999152#24,99
A3194131471744                   X#A3194131471744#fine structure tunic#4063055999183#24,99
A3194131471746                   X#A3194131471746#fine structure tunic#4063055999213#24,99
A3194141123834                   X#A3194141123834#stripe dessin shirt#4063055980433#24,99
A3194141123836                   X#A3194141123836#stripe dessin shirt#4063055980457#24,99
A3194141123838                   X#A3194141123838#stripe dessin shirt#4063055980471#24,99
A3194141123840                   X#A3194141123840#stripe dessin shirt#4063055980495#24,99
A3194141123842                   X#A3194141123842#stripe dessin shirt#4063055980518#24,99
A3194141123844                   X#A3194141123844#stripe dessin shirt#4063055980532#24,99
A3194141123846                   X#A3194141123846#stripe dessin shirt#4063055980556#24,99
A3194141469434                   X#A3194141469434#stripe dessin shirt#4063055999992#24,99
A3194141469436                   X#A3194141469436#stripe dessin shirt#4063056073356#24,99
A3194141469438                   X#A3194141469438#stripe dessin shirt#4063056001816#24,99
A3194141469440                   X#A3194141469440#stripe dessin shirt#4063056001823#24,99
A3194141469442                   X#A3194141469442#stripe dessin shirt#4063056001830#24,99
A3194141469444                   X#A3194141469444#stripe dessin shirt#4063056001847#24,99
A3194141469446                   X#A3194141469446#stripe dessin shirt#4063056001854#24,99
A3194141471734                   X#A3194141471734#stripe dessin shirt#4063055980440#24,99
A3194141471736                   X#A3194141471736#stripe dessin shirt#4063055980464#24,99
A3194141471738                   X#A3194141471738#stripe dessin shirt#4063055980488#24,99
A3194141471740                   X#A3194141471740#stripe dessin shirt#4063055980501#24,99
A3194141471742                   X#A3194141471742#stripe dessin shirt#4063055980525#24,99
A3194141471744                   X#A3194141471744#stripe dessin shirt#4063055980549#24,99
A3194141471746                   X#A3194141471746#stripe dessin shirt#4063055980563#24,99
A3194151010834                   X#A3194151010834#jersey polo shirt#4063056001960#24,99
A3194151010836                   X#A3194151010836#jersey polo shirt#4063056001977#24,99
A3194151010838                   X#A3194151010838#jersey polo shirt#4063056001984#24,99
A3194151010840                   X#A3194151010840#jersey polo shirt#4063056001991#24,99
A3194151010842                   X#A3194151010842#jersey polo shirt#4063056002004#24,99
A3194151010844                   X#A3194151010844#jersey polo shirt#4063056002011#24,99
A3194151010846                   X#A3194151010846#jersey polo shirt#4063056002028#24,99
A3194151123834                   X#A3194151123834#jersey polo shirt#4063055980778#24,99
A3194151123836                   X#A3194151123836#jersey polo shirt#4063055980785#24,99
A3194151123838                   X#A3194151123838#jersey polo shirt#4063055980792#24,99
A3194151123840                   X#A3194151123840#jersey polo shirt#4063055980808#24,99
A3194151123842                   X#A3194151123842#jersey polo shirt#4063055980815#24,99
A3194151123844                   X#A3194151123844#jersey polo shirt#4063055980822#24,99
A3194151123846                   X#A3194151123846#jersey polo shirt#4063055980839#24,99
A3194151451034                   X#A3194151451034#jersey polo shirt#4063056002134#24,99
A3194151451036                   X#A3194151451036#jersey polo shirt#4063056002141#24,99
A3194151451038                   X#A3194151451038#jersey polo shirt#4063056002158#24,99
A3194151451040                   X#A3194151451040#jersey polo shirt#4063056002165#24,99
A3194151451042                   X#A3194151451042#jersey polo shirt#4063056002172#24,99
A3194151451044                   X#A3194151451044#jersey polo shirt#4063056002189#24,99
A3194151451046                   X#A3194151451046#jersey polo shirt#4063056002196#24,99
A3194161451034                   X#A3194161451034#short sleeve hoody#4063056002301#24,99
A3194161451036                   X#A3194161451036#short sleeve hoody#4063056002318#24,99
A3194161451038                   X#A3194161451038#short sleeve hoody#4063056002325#24,99
A3194161451040                   X#A3194161451040#short sleeve hoody#4063056002332#24,99
A3194161451042                   X#A3194161451042#short sleeve hoody#4063056002349#24,99
A3194161451044                   X#A3194161451044#short sleeve hoody#4063056002356#24,99
A3194161451046                   X#A3194161451046#short sleeve hoody#4063056002363#24,99
A3194161469434                   X#A3194161469434#short sleeve hoody#4063056002479#24,99
A3194161469436                   X#A3194161469436#short sleeve hoody#4063056002486#24,99
A3194161469438                   X#A3194161469438#short sleeve hoody#4063056002493#24,99
A3194161469440                   X#A3194161469440#short sleeve hoody#4063056002509#24,99
A3194161469442                   X#A3194161469442#short sleeve hoody#4063056002516#24,99
A3194161469444                   X#A3194161469444#short sleeve hoody#4063056002523#24,99
A3194161469446                   X#A3194161469446#short sleeve hoody#4063056002530#24,99
A3194161471734                   X#A3194161471734#short sleeve hoody#4063055980945#24,99
A3194161471736                   X#A3194161471736#short sleeve hoody#4063055980952#24,99
A3194161471738                   X#A3194161471738#short sleeve hoody#4063055980969#24,99
A3194161471740                   X#A3194161471740#short sleeve hoody#4063055980976#24,99
A3194161471742                   X#A3194161471742#short sleeve hoody#4063055980983#24,99
A3194161471744                   X#A3194161471744#short sleeve hoody#4063055980990#24,99
A3194161471746                   X#A3194161471746#short sleeve hoody#4063055981003#24,99
A3194173123834                   X#A3194173123834#yds structure stripe v-neck#4063055981119#24,99
A3194173123836                   X#A3194173123836#yds structure stripe v-neck#4063055981133#24,99
A3194173123838                   X#A3194173123838#yds structure stripe v-neck#4063055981157#24,99
A3194173123840                   X#A3194173123840#yds structure stripe v-neck#4063055981171#24,99
A3194173123842                   X#A3194173123842#yds structure stripe v-neck#4063055981195#24,99
A3194173123844                   X#A3194173123844#yds structure stripe v-neck#4063055981218#24,99
A3194173123846                   X#A3194173123846#yds structure stripe v-neck#4063055981232#24,99
A3194173469434                   X#A3194173469434#yds structure stripe v-neck#4063055981126#24,99
A3194173469436                   X#A3194173469436#yds structure stripe v-neck#4063055981140#24,99
A3194173469438                   X#A3194173469438#yds structure stripe v-neck#4063055981164#24,99
A3194173469440                   X#A3194173469440#yds structure stripe v-neck#4063055981188#24,99
A3194173469442                   X#A3194173469442#yds structure stripe v-neck#4063055981201#24,99
A3194173469444                   X#A3194173469444#yds structure stripe v-neck#4063055981225#24,99
A3194173469446                   X#A3194173469446#yds structure stripe v-neck#4063055981249#24,99
A3194201123834                   X#A3194201123834#cupro mat-mix shirt w.zipper#4063055981621#24,99
A3194201123836                   X#A3194201123836#cupro mat-mix shirt w.zipper#4063055981638#24,99
A3194201123838                   X#A3194201123838#cupro mat-mix shirt w.zipper#4063055981645#24,99
A3194201123840                   X#A3194201123840#cupro mat-mix shirt w.zipper#4063055981652#24,99
A3194201123842                   X#A3194201123842#cupro mat-mix shirt w.zipper#4063055981669#24,99
A3194201123844                   X#A3194201123844#cupro mat-mix shirt w.zipper#4063055981676#24,99
A3194201123846                   X#A3194201123846#cupro mat-mix shirt w.zipper#4063055981683#24,99
A3194201469434                   X#A3194201469434#cupro mat-mix shirt w.zipper#4063056002981#24,99
A3194201469436                   X#A3194201469436#cupro mat-mix shirt w.zipper#4063056002998#24,99
A3194201469438                   X#A3194201469438#cupro mat-mix shirt w.zipper#4063056003001#24,99
A3194201469440                   X#A3194201469440#cupro mat-mix shirt w.zipper#4063056003018#24,99
A3194201469442                   X#A3194201469442#cupro mat-mix shirt w.zipper#4063056003025#24,99
A3194201469444                   X#A3194201469444#cupro mat-mix shirt w.zipper#4063056003032#24,99
A3194201469446                   X#A3194201469446#cupro mat-mix shirt w.zipper#4063056003049#24,99
A3194211010834                   X#A3194211010834#knit look shirt#4063056003155#24,99
A3194211010836                   X#A3194211010836#knit look shirt#4063056003162#24,99
A3194211010838                   X#A3194211010838#knit look shirt#4063056003179#24,99
A3194211010840                   X#A3194211010840#knit look shirt#4063056003186#24,99
A3194211010842                   X#A3194211010842#knit look shirt#4063056003193#24,99
A3194211010844                   X#A3194211010844#knit look shirt#4063056003209#24,99
A3194211010846                   X#A3194211010846#knit look shirt#4063056003216#24,99
A3194211123834                   X#A3194211123834#knit look shirt#4063056003322#24,99
A3194211123836                   X#A3194211123836#knit look shirt#4063056003339#24,99
A3194211123838                   X#A3194211123838#knit look shirt#4063056003346#24,99
A3194211123840                   X#A3194211123840#knit look shirt#4063056003353#24,99
A3194211123842                   X#A3194211123842#knit look shirt#4063056003360#24,99
A3194211123844                   X#A3194211123844#knit look shirt#4063056003377#24,99
A3194211123846                   X#A3194211123846#knit look shirt#4063056003384#24,99
A3194211451034                   X#A3194211451034#knit look shirt#4063056003490#24,99
A3194211451036                   X#A3194211451036#knit look shirt#4063056003506#24,99
A3194211451038                   X#A3194211451038#knit look shirt#4063056003513#24,99
A3194211451040                   X#A3194211451040#knit look shirt#4063056003520#24,99
A3194211451042                   X#A3194211451042#knit look shirt#4063056003537#24,99
